Ship-To Code,Transaction Source,Transaction Class,Transaction Type,Complete,Status,Customer,Entered Amount,Currency,Transaction Date,Operating Company (OpCo),Accounting Date,Bill-to Customer Site,Disc Due Date,Primary Salesperson,Ship to,Bill-to Customer Account Number,Ship-to Site
55335,Conversion,Invoice,Invoice,Yes,Complete,AIR TECHNICAL SERVICES,1925.02,USD,46126,Etairos,46173,12005,46156,Zachary Gorham,AIR TECHNICAL SERVICES,7002,21007
54905,Conversion,Invoice,Invoice,Yes,Complete,MITCH WRIGHT PLB HTG & AIR,11768.04,USD,46100,Etairos,46173,28019,46130,Zachary Gorham,MITCH WRIGHT PLB HTG & AIR,15202,30729
56262,Conversion,Invoice,Invoice,Yes,Complete,MORGAN & THORNBURG INC,7067.9,USD,46171,Etairos,46173,27014,46201,Steven Wilson,MORGAN & THORNBURG INC,16511,32149
56321,Conversion,Invoice,Invoice,Yes,Complete,MORGAN & THORNBURG INC,13043.79,USD,46173,Etairos,46173,27014,46203,Steven Wilson,MORGAN & THORNBURG INC,16511,32149
55106,Conversion,Invoice,Invoice,Yes,Complete,MORGAN & THORNBURG INC,74534,USD,46112,Etairos,46173,27014,46142,Steven Wilson,MORGAN & THORNBURG INC,16511,32149
55124,Conversion,Invoice,Invoice,Yes,Complete,MORGAN & THORNBURG INC,31333.62,USD,46112,Etairos,46173,27014,46142,Steven Wilson,MORGAN & THORNBURG INC,16511,32149
55962,Conversion,Invoice,Invoice,Yes,Complete,MATLOCK MECHANICAL LLC,62283.12,USD,46156,Etairos,46173,26824,46186,Steven Wilson,MATLOCK MECHANICAL LLC,16679,31254
56003,Conversion,Invoice,Invoice,Yes,Complete,MORGAN & THORNBURG INC,301125,USD,46160,Etairos,46173,27014,46190,Steven Wilson,MORGAN & THORNBURG INC,16511,32149
55834,Conversion,Invoice,Invoice,Yes,Complete,MORGAN & THORNBURG INC,6453.3,USD,46150,Etairos,46173,27014,46180,Steven Wilson,MORGAN & THORNBURG INC,16511,32149
55223,Conversion,Invoice,Invoice,Yes,Complete,MORGAN & THORNBURG INC,1236186.5,USD,46120,Etairos,46173,27014,46150,Steven Wilson,MORGAN & THORNBURG INC,16511,32149
55890,Conversion,Invoice,Invoice,Yes,Complete,MORGAN & THORNBURG INC,17510,USD,46155,Etairos,46173,27014,46185,Steven Wilson,MORGAN & THORNBURG INC,16511,32149
52703,Conversion,Invoice,Invoice,Yes,Complete,MORGAN & THORNBURG INC,1152.38,USD,45995,Etairos,46173,27014,46025,Steven Wilson,MORGAN & THORNBURG INC,16511,32149
53105,Conversion,Invoice,Invoice,Yes,Complete,SOEFKER SERVICES,2085.25,USD,46014,Etairos,46173,27077,46044,Steven Wilson,SOEFKER SERVICES,16104,31859
55331,Conversion,Invoice,Invoice,Yes,Complete,MORGAN & THORNBURG INC,22202.42,USD,46126,Etairos,46173,27014,46156,Steven Wilson,MORGAN & THORNBURG INC,16511,32149
53412,Conversion,Invoice,Invoice,Yes,Complete,MORGAN & THORNBURG INC,4675.35,USD,46036,Etairos,46173,27014,46066,Steven Wilson,MORGAN & THORNBURG INC,16511,32149
55369,Conversion,Invoice,Invoice,Yes,Complete,MORGAN & THORNBURG INC,2890.82,USD,46127,Etairos,46173,27014,46157,Steven Wilson,MORGAN & THORNBURG INC,16511,32149
53565,Conversion,Invoice,Invoice,Yes,Complete,MORGAN & THORNBURG INC,5811.26,USD,46044,Etairos,46173,27014,46074,Steven Wilson,MORGAN & THORNBURG INC,16511,32149
55428,Conversion,Invoice,Invoice,Yes,Complete,KELE,27100,USD,46133,Etairos,46173,26792,46163,Steven Wilson,KELE,16099,32410
55400,Conversion,Invoice,Invoice,Yes,Complete,MORGAN & THORNBURG INC,147692.77,USD,46132,Etairos,46173,27014,46162,Steven Wilson,MORGAN & THORNBURG INC,16511,32149
55422,Conversion,Invoice,Invoice,Yes,Complete,MORGAN & THORNBURG INC,2195,USD,46133,Etairos,46173,27014,46163,Steven Wilson,MORGAN & THORNBURG INC,16511,32149
55424,Conversion,Invoice,Invoice,Yes,Complete,MORGAN & THORNBURG INC,1097.5,USD,46133,Etairos,46173,27014,46163,Steven Wilson,MORGAN & THORNBURG INC,16511,32149
55429,Conversion,Invoice,Invoice,Yes,Complete,MORGAN & THORNBURG INC,1646.25,USD,46133,Etairos,46173,27014,46163,Steven Wilson,MORGAN & THORNBURG INC,16511,32149
17563,Conversion,Invoice,Invoice,Yes,Complete,INDUSTRIAL COMMERCIAL EQPT,13175,USD,44461,Etairos,46173,28262,44491,Steven Wilson,INDUSTRIAL COMMERCIAL EQPT,16761,30261
17972,Conversion,Invoice,Invoice,Yes,Complete,INDUSTRIAL COMMERCIAL EQPT,961,USD,44473,Etairos,46173,28262,44503,Steven Wilson,INDUSTRIAL COMMERCIAL EQPT,16761,30261
54053,Conversion,Invoice,Invoice,Yes,Complete,MORGAN & THORNBURG INC,8428.8,USD,46064,Etairos,46173,27014,46094,Steven Wilson,MORGAN & THORNBURG INC,16511,32149
54091,Conversion,Invoice,Invoice,Yes,Complete,CBRE GWS LLC,3850,USD,46065,Etairos,46173,27144,46125,Steven Wilson,CBRE GWS LLC,17365,30626
54119,Conversion,Invoice,Invoice,Yes,Complete,MORGAN & THORNBURG INC,71357.76,USD,46066,Etairos,46173,27014,46096,Steven Wilson,MORGAN & THORNBURG INC,16511,32149
55464,Conversion,Invoice,Invoice,Yes,Complete,MORGAN & THORNBURG INC,2195,USD,46135,Etairos,46173,27014,46165,Steven Wilson,MORGAN & THORNBURG INC,16511,32149
54670,Conversion,Invoice,Invoice,Yes,Complete,DAMON-MARCUS CO,3279.33,USD,46091,Etairos,46173,27159,46121,Steven Wilson,DAMON-MARCUS CO,17005,30901
54692,Conversion,Invoice,Invoice,Yes,Complete,MATLOCK MECHANICAL LLC,457.08,USD,46091,Etairos,46173,26824,46121,Steven Wilson,MATLOCK MECHANICAL LLC,16679,31254
55525,Conversion,Invoice,Invoice,Yes,Complete,MATLOCK MECHANICAL LLC,9987.25,USD,46139,Etairos,46173,26824,46169,Steven Wilson,MATLOCK MECHANICAL LLC,16679,31254
54854,Conversion,Invoice,Invoice,Yes,Complete,MORGAN & THORNBURG INC,5761.87,USD,46098,Etairos,46173,27014,46128,Steven Wilson,MORGAN & THORNBURG INC,16511,32149
55753,Conversion,Invoice,Invoice,Yes,Complete,MORGAN & THORNBURG INC,5487.5,USD,46142,Etairos,46173,27014,46172,Steven Wilson,MORGAN & THORNBURG INC,16511,32149
55765,Conversion,Invoice,Invoice,Yes,Complete,MATLOCK MECHANICAL LLC,86925.29,USD,46142,Etairos,46173,26824,46172,Steven Wilson,MATLOCK MECHANICAL LLC,16679,31254
