Invoice Number,INVOICE_ID,Invoice Amount,Invoice date,INVOICE_CURRENCY_CODE,SOURCE,Invoice Type,INVOICE_DESCRIPTION,SUPPLIER_NUMBER,SUPPLIER_NAME,LINE_NUMBER,LINE_TYPE,LINE_AMOUNT,LINE_DESCRIPTION,CHARGE_ACCOUNT
95689933,103090,423.03,2026-02-05,USD,Conversion,STANDARD,FB: PO# - 26-10852  Created for SO #245146  SO Note: Jacob Hackl 509-992-0642  Microsoft Water T...,100866,GREENHECK FAN CORPORATION (V),1,ITEM,423.03,Dorse_Line_1,1510.1601.100.000.511000.0000.000
95689971,103095,3287.34,2026-02-05,USD,Conversion,STANDARD,FB: PO# - 26-10709  Created for SO #244880,100866,GREENHECK FAN CORPORATION (V),1,ITEM,3287.34,Dorse_Line_1,1510.1601.100.000.511000.0000.000
95689972,103766,278.81,2026-02-05,USD,Conversion,STANDARD,FB: PO# - 26-10796  Created for SO #244833,100866,GREENHECK FAN CORPORATION (V),1,ITEM,278.81,Dorse_Line_1,1510.1602.100.000.511000.0000.000
95690052,103092,15633.74,2026-02-05,USD,Conversion,STANDARD,FB: PO# - 26-10228  Created for SO #244033,100866,GREENHECK FAN CORPORATION (V),1,ITEM,15633.74,Dorse_Line_1,1510.1601.100.000.511000.0000.000
95690053,103094,13120.71,2026-02-05,USD,Conversion,STANDARD,FB: PO# - 26-10304  Created for SO #244200,100866,GREENHECK FAN CORPORATION (V),1,ITEM,13120.71,Dorse_Line_1,1510.1601.100.000.511000.0000.000
95690054,103093,228.69,2026-02-05,USD,Conversion,STANDARD,FB: PO# - 26-10858  Created for SO #245150  SO Note: SEAN BARRON 206-920-4925  PO# 691728  Job N...,100866,GREENHECK FAN CORPORATION (V),1,ITEM,228.69,Dorse_Line_1,1510.1601.100.000.511000.0000.000
95690102,103091,957.16,2026-02-05,USD,Conversion,STANDARD,FB: PO# - 26-10574  Created for SO #244617,100866,GREENHECK FAN CORPORATION (V),1,ITEM,957.16,Dorse_Line_1,1510.1601.100.000.511000.0000.000
95690206,103096,172.12,2026-02-05,USD,Conversion,STANDARD,FB: PO# - 25-18187  Created for SO #242301,100866,GREENHECK FAN CORPORATION (V),1,ITEM,172.12,Dorse_Line_1,1510.1601.100.000.511000.0000.000
95690483,103099,2687.73,2026-02-06,USD,Conversion,STANDARD,FB: PO# - 25-18674  Created for SO #243206,100866,GREENHECK FAN CORPORATION (V),1,ITEM,2687.73,Dorse_Line_1,1510.1601.100.000.511000.0000.000
95690696,103100,2607.36,2026-02-06,USD,Conversion,STANDARD,FB: PO# - 25-18316  Created for SO #242501,100866,GREENHECK FAN CORPORATION (V),1,ITEM,2607.36,Dorse_Line_1,1510.1601.100.000.511000.0000.000
95690773,103101,613.26,2026-02-06,USD,Conversion,STANDARD,FB: PO# - 25-18608  Created for SO #242961,100866,GREENHECK FAN CORPORATION (V),1,ITEM,613.26,Dorse_Line_1,1510.1601.100.000.511000.0000.000
95690880,103768,482.12,2026-02-06,USD,Conversion,STANDARD,FB: PO# - 26-10606  Created for SO #244687,100866,GREENHECK FAN CORPORATION (V),1,ITEM,482.12,Dorse_Line_1,1510.1602.100.000.511000.0000.000
95690899,103102,593.32,2026-02-06,USD,Conversion,STANDARD,FB: PO# - 26-10860  Created for SO #245132,100866,GREENHECK FAN CORPORATION (V),1,ITEM,593.32,Dorse_Line_1,1510.1601.100.000.511000.0000.000
95690972,103103,3567.18,2026-02-06,USD,Conversion,STANDARD,FB: PO# - 26-10855  Created for SO #245151,100866,GREENHECK FAN CORPORATION (V),1,ITEM,3567.18,Dorse_Line_1,1510.1601.100.000.511000.0000.000
95690973,103767,24.66,2026-02-06,USD,Conversion,STANDARD,FB: PO# - 26-10869  Created for SO #245183  SO Note: Jason Hoover   po 2603083287,100866,GREENHECK FAN CORPORATION (V),1,ITEM,24.66,Dorse_Line_1,1510.1602.100.000.511000.0000.000
95691018,103769,2745.72,2026-02-06,USD,Conversion,STANDARD,"FB: PO# - 26-10028  Created for SO #243685  Ramie Havens, Purchasing Manager  Holaday-Parks, Inc...",100866,GREENHECK FAN CORPORATION (V),1,ITEM,2745.72,Dorse_Line_1,1510.1602.100.000.511000.0000.000
95691065,103770,425.75,2026-02-06,USD,Conversion,STANDARD,FB: PO# - 26-10661  Created for SO #244809,100866,GREENHECK FAN CORPORATION (V),1,ITEM,425.75,Dorse_Line_1,1510.1602.100.000.511000.0000.000
95691066,103104,227.33,2026-02-06,USD,Conversion,STANDARD,FB: PO# - 26-10873  Created for SO #245184  SO Note: Travis Primeu   PO# OR8236594,100866,GREENHECK FAN CORPORATION (V),1,ITEM,227.33,Dorse_Line_1,1510.1601.100.000.511000.0000.000
95691081,103105,513.18,2026-02-06,USD,Conversion,STANDARD,FB: PO# - 26-10701  Created for SO #244866,100866,GREENHECK FAN CORPORATION (V),1,ITEM,513.18,Dorse_Line_1,1510.1601.100.000.511000.0000.000
95691111,103771,1062.41,2026-02-06,USD,Conversion,STANDARD,FB: PO# - 26-10632  Created for SO #244746,100866,GREENHECK FAN CORPORATION (V),1,ITEM,1062.41,Dorse_Line_1,1510.1602.100.000.511000.0000.000
95691170,103106,494.12,2026-02-06,USD,Conversion,STANDARD,FB: PO# - 26-10695  Created for SO #244852,100866,GREENHECK FAN CORPORATION (V),1,ITEM,494.12,Dorse_Line_1,1510.1601.100.000.511000.0000.000
95691228,103107,6589.44,2026-02-06,USD,Conversion,STANDARD,FB: PO# - 26-10358  Created for SO #244265,100866,GREENHECK FAN CORPORATION (V),1,ITEM,6589.44,Dorse_Line_1,1510.1601.100.000.511000.0000.000
95691272,103108,801.41,2026-02-06,USD,Conversion,STANDARD,"FB: PO# - 26-10841  Created for SO #245123  Michelle Ozolin, Sr. Purchasing Agent  Holaday-Parks...",100866,GREENHECK FAN CORPORATION (V),1,ITEM,801.41,Dorse_Line_1,1510.1601.100.000.511000.0000.000
95691702,103109,339.48,2026-02-07,USD,Conversion,STANDARD,FB: PO# - 26-10404  Created for SO #244333,100866,GREENHECK FAN CORPORATION (V),1,ITEM,339.48,Dorse_Line_1,1510.1601.100.000.511000.0000.000
95691703,106032,22291.08,2026-02-07,USD,Conversion,STANDARD,FB: PO# - 26-10539,104698,Metalaire,1,ITEM,22291.08,Dorse_Line_1,1510.1601.000.000.115101.0000.000
95691704,103620,309.6,2026-02-07,USD,Conversion,STANDARD,FB: PO# - 26-10008  Created for SO #243644,104698,Metalaire,1,ITEM,309.6,Dorse_Line_1,1510.1601.100.000.511000.0000.000
95691705,103621,1184.93,2026-02-07,USD,Conversion,STANDARD,FB: PO# - 26-10310  Created for SO #244192,104698,Metalaire,1,ITEM,1184.93,Dorse_Line_1,1510.1601.100.000.511000.0000.000
95691706,103622,197.04,2026-02-07,USD,Conversion,STANDARD,FB: PO# - 26-10558  Created for SO #243074,104698,Metalaire,1,ITEM,197.04,Dorse_Line_1,1510.1601.100.000.511000.0000.000
95691707,104086,629.77,2026-02-07,USD,Conversion,STANDARD,FB: PO# - 26-10570  Created for SO #244614,104698,Metalaire,1,ITEM,629.77,Dorse_Line_1,1510.1602.100.000.511000.0000.000
95691812,103772,455.11,2026-02-08,USD,Conversion,STANDARD,FB: PO# - 26-10291  Created for SO #244153,100866,GREENHECK FAN CORPORATION (V),1,ITEM,455.11,Dorse_Line_1,1510.1602.100.000.511000.0000.000
95691917,103774,6097.28,2026-02-09,USD,Conversion,STANDARD,FB: PO# - 26-10442  Created for SO #244398,100866,GREENHECK FAN CORPORATION (V),1,ITEM,6097.28,Dorse_Line_1,1510.1602.100.000.511000.0000.000
95691918,103773,489.52,2026-02-09,USD,Conversion,STANDARD,FB: PO# - 26-10617  Created for SO #244700,100866,GREENHECK FAN CORPORATION (V),1,ITEM,489.52,Dorse_Line_1,1510.1602.100.000.511000.0000.000
95691969,103111,5612.05,2026-02-09,USD,Conversion,STANDARD,FB: PO# - 25-18187  Created for SO #242301,100866,GREENHECK FAN CORPORATION (V),1,ITEM,5612.05,Dorse_Line_1,1510.1601.100.000.511000.0000.000
95692117,103775,73.97,2026-02-09,USD,Conversion,STANDARD,FB: PO# - 26-10809  Created for SO #245064,100866,GREENHECK FAN CORPORATION (V),1,ITEM,73.97,Dorse_Line_1,1510.1602.100.000.511000.0000.000
95692198,103776,503.4,2026-02-09,USD,Conversion,STANDARD,FB: PO# - 26-10394  Created for SO #244317,100866,GREENHECK FAN CORPORATION (V),1,ITEM,503.4,Dorse_Line_1,1510.1602.100.000.511000.0000.000
95692523,103780,740.91,2026-02-09,USD,Conversion,STANDARD,FB: PO# - 26-10695  Created for SO #244852,100866,GREENHECK FAN CORPORATION (V),1,ITEM,740.91,Dorse_Line_1,1510.1602.100.000.511000.0000.000
95692567,103778,1405.08,2026-02-09,USD,Conversion,STANDARD,FB: PO# - 26-10861  Created for SO #245163,100866,GREENHECK FAN CORPORATION (V),1,ITEM,1405.08,Dorse_Line_1,1510.1602.100.000.511000.0000.000
95692614,103112,493.72,2026-02-09,USD,Conversion,STANDARD,FB: PO# - 26-10718  Created for SO #244894,100866,GREENHECK FAN CORPORATION (V),1,ITEM,493.72,Dorse_Line_1,1510.1601.100.000.511000.0000.000
95692672,103777,77.68,2026-02-09,USD,Conversion,STANDARD,FB: PO# - 26-10896  Created for SO #245244,100866,GREENHECK FAN CORPORATION (V),1,ITEM,77.68,Dorse_Line_1,1510.1602.100.000.511000.0000.000
95692698,103779,293.85,2026-02-09,USD,Conversion,STANDARD,FB: PO# - 26-10893  Created for SO #245034,100866,GREENHECK FAN CORPORATION (V),1,ITEM,293.85,Dorse_Line_1,1510.1602.100.000.511000.0000.000
95692827,103782,1635.07,2026-02-09,USD,Conversion,STANDARD,FB: PO# - 26-10691  Created for SO #244778,100866,GREENHECK FAN CORPORATION (V),1,ITEM,1635.07,Dorse_Line_1,1510.1602.100.000.511000.0000.000
95692870,103781,399.37,2026-02-09,USD,Conversion,STANDARD,FB: PO# - 26-10549  Created for SO #244577,100866,GREENHECK FAN CORPORATION (V),1,ITEM,399.37,Dorse_Line_1,1510.1602.100.000.511000.0000.000
95692932,103113,136.46,2026-02-09,USD,Conversion,STANDARD,FB: PO# - 26-10853  Created for SO #245149,100866,GREENHECK FAN CORPORATION (V),1,ITEM,136.46,Dorse_Line_1,1510.1601.100.000.511000.0000.000
95692933,103783,183.44,2026-02-09,USD,Conversion,STANDARD,FB: PO# - 26-10671  Created for SO #244829,100866,GREENHECK FAN CORPORATION (V),1,ITEM,183.44,Dorse_Line_1,1510.1602.100.000.511000.0000.000
95692934,103114,193.71,2026-02-09,USD,Conversion,STANDARD,FB: PO# - 26-10670  Created for SO #244827,100866,GREENHECK FAN CORPORATION (V),1,ITEM,193.71,Dorse_Line_1,1510.1601.100.000.511000.0000.000
95692978,103116,1711.08,2026-02-09,USD,Conversion,STANDARD,FB: PO# - 26-10488  Created for SO #244488  SO Note: Mike Jenkins: 206-604-2360,100866,GREENHECK FAN CORPORATION (V),1,ITEM,1711.08,Dorse_Line_1,1510.1601.100.000.511000.0000.000
95693160,103117,211.75,2026-02-09,USD,Conversion,STANDARD,FB: PO# - 26-10500  Created for SO #244499  SO Note: No charge to customer. Will repair for Mcki...,100866,GREENHECK FAN CORPORATION (V),1,ITEM,211.75,Dorse_Line_1,1510.1601.100.000.511000.0000.000
95693161,103784,634.12,2026-02-09,USD,Conversion,STANDARD,FB: PO# - 26-10934  Created for SO #245283  SO Note: Justin Twedt 2532908235  PO000013174,100866,GREENHECK FAN CORPORATION (V),1,ITEM,634.12,Dorse_Line_1,1510.1602.100.000.511000.0000.000
95693245,103119,556.14,2026-02-10,USD,Conversion,STANDARD,FB: PO# - 25-18608  Created for SO #242961,100866,GREENHECK FAN CORPORATION (V),1,ITEM,556.14,Dorse_Line_1,1510.1601.100.000.511000.0000.000
95693353,103120,623.57,2026-02-10,USD,Conversion,STANDARD,FB: PO# - 24-18147W  Created for SO #245089  Created from RMA #919  ASSURE-120 replaced under wa...,100866,GREENHECK FAN CORPORATION (V),1,ITEM,623.57,Dorse_Line_1,1510.1601.100.000.511000.0000.000
95693354,103786,1164.92,2026-02-10,USD,Conversion,STANDARD,FB: PO# - 26-10635  Created for SO #244751,100866,GREENHECK FAN CORPORATION (V),1,ITEM,1164.92,Dorse_Line_1,1510.1602.100.000.511000.0000.000
95693355,103785,245.19,2026-02-10,USD,Conversion,STANDARD,FB: PO# - 26-10925  Created for SO #245241  SO Note: DEREK ISENHART 360-966-7252  Ferndale Water...,100866,GREENHECK FAN CORPORATION (V),1,ITEM,245.19,Dorse_Line_1,1510.1602.100.000.511000.0000.000
95693419,103142,12586.92,2026-02-10,USD,Conversion,STANDARD,FB: PO# - 25-18611  Created for SO #242962,100866,GREENHECK FAN CORPORATION (V),1,ITEM,12586.92,Dorse_Line_1,1510.1601.100.000.511000.0000.000
95693420,103787,1219.12,2026-02-10,USD,Conversion,STANDARD,FB: PO# - 26-10534  Created for SO #244151,100866,GREENHECK FAN CORPORATION (V),1,ITEM,1219.12,Dorse_Line_1,1510.1602.100.000.511000.0000.000
95693421,103118,1382.78,2026-02-10,USD,Conversion,STANDARD,FB: PO# - 26-10486  Created for SO #244479,100866,GREENHECK FAN CORPORATION (V),1,ITEM,1382.78,Dorse_Line_1,1510.1601.100.000.511000.0000.000
95693485,104087,1948.97,2026-02-10,USD,Conversion,STANDARD,FB: PO# - 25-18798  Created for SO #243443,104698,Metalaire,1,ITEM,1948.97,Dorse_Line_1,1510.1602.100.000.511000.0000.000
95693552,103121,83474.04,2026-02-10,USD,Conversion,STANDARD,FB: PO# - 26-10019  Created for SO #243639,100866,GREENHECK FAN CORPORATION (V),1,ITEM,83474.04,Dorse_Line_1,1510.1601.100.000.511000.0000.000
95693558,103122,2132.5,2026-02-10,USD,Conversion,STANDARD,FB: PO# - 26-10150  Created for SO #243801,100866,GREENHECK FAN CORPORATION (V),1,ITEM,2132.5,Dorse_Line_1,1510.1601.100.000.511000.0000.000
95694015,103123,2463.79,2026-02-10,USD,Conversion,STANDARD,FB: PO# - 26-10704  Created for SO #244870,100866,GREENHECK FAN CORPORATION (V),1,ITEM,2463.79,Dorse_Line_1,1510.1601.100.000.511000.0000.000
95694218,103124,2896.83,2026-02-10,USD,Conversion,STANDARD,FB: PO# - 26-10807  Created for SO #245059,100866,GREENHECK FAN CORPORATION (V),1,ITEM,2896.83,Dorse_Line_1,1510.1601.100.000.511000.0000.000
95694260,106028,19305.21,2026-02-10,USD,Conversion,STANDARD,FB: PO# - 26-10538,100866,GREENHECK FAN CORPORATION (V),1,ITEM,19305.21,Dorse_Line_1,1510.1601.000.000.115101.0000.000
95694261,103788,581.56,2026-02-10,USD,Conversion,STANDARD,FB: PO# - 26-10945  Created for SO #245309  SO Note: SEAN BARRON 206-920-4925  PO# 692380  Job N...,100866,GREENHECK FAN CORPORATION (V),1,ITEM,581.56,Dorse_Line_1,1510.1602.100.000.511000.0000.000
95694313,103140,139.23,2026-02-10,USD,Conversion,STANDARD,FB: PO# - 26-10714  Created for SO #244813,100866,GREENHECK FAN CORPORATION (V),1,ITEM,139.23,Dorse_Line_1,1510.1601.100.000.511000.0000.000
95694338,103126,1251.08,2026-02-10,USD,Conversion,STANDARD,FB: PO# - 26-10882  Created for SO #244883,100866,GREENHECK FAN CORPORATION (V),1,ITEM,1251.08,Dorse_Line_1,1510.1601.100.000.511000.0000.000
95694339,103125,1015.57,2026-02-10,USD,Conversion,STANDARD,FB: PO# - 26-10951  Created for SO #245319  SO Note: Jake 208-449-7844  PO: 6642600112,100866,GREENHECK FAN CORPORATION (V),1,ITEM,1015.57,Dorse_Line_1,1510.1601.100.000.511000.0000.000
95694394,103127,568.11,2026-02-10,USD,Conversion,STANDARD,FB: PO# - 25-11032W  Created for SO #245116  Created from RMA #921  Replacement motor on GB-200 ...,100866,GREENHECK FAN CORPORATION (V),1,ITEM,568.11,Dorse_Line_1,1510.1601.100.000.511000.0000.000
95694454,103139,571.74,2026-02-10,USD,Conversion,STANDARD,FB: PO# - 26-10181  Created for SO #243947,100866,GREENHECK FAN CORPORATION (V),1,ITEM,571.74,Dorse_Line_1,1510.1601.100.000.511000.0000.000
95694521,103789,2446.51,2026-02-10,USD,Conversion,STANDARD,FB: PO# - 26-10162  Created for SO #243913,100866,GREENHECK FAN CORPORATION (V),1,ITEM,2446.51,Dorse_Line_1,1510.1602.100.000.511000.0000.000
95694522,103130,281.81,2026-02-10,USD,Conversion,STANDARD,FB: PO# - 26-10813  Created for SO #245077,100866,GREENHECK FAN CORPORATION (V),1,ITEM,281.81,Dorse_Line_1,1510.1601.100.000.511000.0000.000
95694523,103129,143.83,2026-02-10,USD,Conversion,STANDARD,FB: PO# - 26-10901  Created for SO #245253  SO Note: 3500,100866,GREENHECK FAN CORPORATION (V),1,ITEM,143.83,Dorse_Line_1,1510.1601.100.000.511000.0000.000
95694524,103134,278.46,2026-02-10,USD,Conversion,STANDARD,FB: PO# - 26-10714  Created for SO #244813,100866,GREENHECK FAN CORPORATION (V),1,ITEM,278.46,Dorse_Line_1,1510.1601.100.000.511000.0000.000
95694525,103128,382.47,2026-02-10,USD,Conversion,STANDARD,FB: PO# - 26-10718  Created for SO #244894,100866,GREENHECK FAN CORPORATION (V),1,ITEM,382.47,Dorse_Line_1,1510.1601.100.000.511000.0000.000
95694536,103132,849.03,2026-02-10,USD,Conversion,STANDARD,FB: PO# - 25-18611  Created for SO #242962,100866,GREENHECK FAN CORPORATION (V),1,ITEM,849.03,Dorse_Line_1,1510.1601.100.000.511000.0000.000
95694562,103131,111.9,2026-02-10,USD,Conversion,STANDARD,FB: PO# - 26-10960  Created for SO #245336  SO Note: Terry Moody 253-572-9484   PO# 1-14631-01,100866,GREENHECK FAN CORPORATION (V),1,ITEM,111.9,Dorse_Line_1,1510.1601.100.000.511000.0000.000
95694567,103133,880.35,2026-02-10,USD,Conversion,STANDARD,FB: PO# - 26-10897  Created for SO #245247,100866,GREENHECK FAN CORPORATION (V),1,ITEM,880.35,Dorse_Line_1,1510.1601.100.000.511000.0000.000
95694593,103790,5780.5,2026-02-10,USD,Conversion,STANDARD,FB: PO# - 26-10717  Created for SO #244893,100866,GREENHECK FAN CORPORATION (V),1,ITEM,5780.5,Dorse_Line_1,1510.1602.100.000.511000.0000.000
95694594,103138,336.04,2026-02-10,USD,Conversion,STANDARD,FB: PO# - 26-10791  Created for SO #245028,100866,GREENHECK FAN CORPORATION (V),1,ITEM,336.04,Dorse_Line_1,1510.1601.100.000.511000.0000.000
95694610,103143,428.19,2026-02-10,USD,Conversion,STANDARD,FB: PO# - 25-18611A  Created for SO #245815,100866,GREENHECK FAN CORPORATION (V),1,ITEM,428.19,Dorse_Line_1,1510.1601.100.000.511000.0000.000
95694643,103792,922.87,2026-02-10,USD,Conversion,STANDARD,FB: PO# - 26-10780  Created for SO #244991,100866,GREENHECK FAN CORPORATION (V),1,ITEM,922.87,Dorse_Line_1,1510.1602.100.000.511000.0000.000
95694653,103791,1247.93,2026-02-10,USD,Conversion,STANDARD,FB: PO# - 26-10787  Created for SO #244983  SO Note: Jesse Cloutier - 206.491.1453  Cameron Poma...,100866,GREENHECK FAN CORPORATION (V),1,ITEM,1247.93,Dorse_Line_1,1510.1602.100.000.511000.0000.000
95694654,103136,172.12,2026-02-10,USD,Conversion,STANDARD,FB: PO# - 26-10965  Created for SO #245348  SO Note: Luis 206-447-9500   Cloud Fans,100866,GREENHECK FAN CORPORATION (V),1,ITEM,172.12,Dorse_Line_1,1510.1601.100.000.511000.0000.000
95694688,103137,339.22,2026-02-10,USD,Conversion,STANDARD,FB: PO# - 26-10972  Created for SO #245357  SO Note: Ignacio Atilano   PO 8295-PO7146,100866,GREENHECK FAN CORPORATION (V),1,ITEM,339.22,Dorse_Line_1,1510.1601.100.000.511000.0000.000
95694749,103135,28463.28,2026-02-10,USD,Conversion,STANDARD,FB: PO# - 25-18851  Created for SO #243447,100866,GREENHECK FAN CORPORATION (V),1,ITEM,28463.28,Dorse_Line_1,1510.1601.100.000.511000.0000.000
95694751,103141,55822.61,2026-02-10,USD,Conversion,STANDARD,FB: PO# - 25-18540  Created for SO #242935,100866,GREENHECK FAN CORPORATION (V),1,ITEM,55822.61,Dorse_Line_1,1510.1601.100.000.511000.0000.000
95694980,103795,1842.04,2026-02-11,USD,Conversion,STANDARD,FB: PO# - 26-10563  Created for SO #244600  Sten-Erik Andreassen  Associate Project Manager    A...,100866,GREENHECK FAN CORPORATION (V),1,ITEM,1842.04,Dorse_Line_1,1510.1602.100.000.511000.0000.000
95694981,103144,852.91,2026-02-11,USD,Conversion,STANDARD,FB: PO# - 26-10654  Created for SO #244802,100866,GREENHECK FAN CORPORATION (V),1,ITEM,852.91,Dorse_Line_1,1510.1601.100.000.511000.0000.000
95694982,103793,3244.34,2026-02-11,USD,Conversion,STANDARD,FB: PO# - 26-10636  Created for SO #244578,100866,GREENHECK FAN CORPORATION (V),1,ITEM,3244.34,Dorse_Line_1,1510.1602.100.000.511000.0000.000
95694983,103145,910.18,2026-02-11,USD,Conversion,STANDARD,FB: PO# - 26-10345  Created for SO #244248,100866,GREENHECK FAN CORPORATION (V),1,ITEM,910.18,Dorse_Line_1,1510.1601.100.000.511000.0000.000
95695050,103794,187.53,2026-02-11,USD,Conversion,STANDARD,FB: PO# - 26-10247  Created for SO #244063,100866,GREENHECK FAN CORPORATION (V),1,ITEM,187.53,Dorse_Line_1,1510.1602.100.000.511000.0000.000
95695091,103624,542.98,2026-02-11,USD,Conversion,STANDARD,FB: PO# - 26-10618  Created for SO #244500,104698,Metalaire,1,ITEM,542.98,Dorse_Line_1,1510.1601.100.000.511000.0000.000
95695092,103625,1025.13,2026-02-11,USD,Conversion,STANDARD,FB: PO# - 26-10596  Created for SO #244667,104698,Metalaire,1,ITEM,1025.13,Dorse_Line_1,1510.1601.100.000.511000.0000.000
95695093,103623,1335.04,2026-02-11,USD,Conversion,STANDARD,FB: PO# - 26-10798  Created for SO #245041,104698,Metalaire,1,ITEM,1335.04,Dorse_Line_1,1510.1601.100.000.511000.0000.000
95695191,103155,26576.34,2026-02-11,USD,Conversion,STANDARD,FB: PO# - 25-18797  Created for SO #243275,100866,GREENHECK FAN CORPORATION (V),1,ITEM,26576.34,Dorse_Line_1,1510.1601.100.000.511000.0000.000
956952935,103115,982.65,2026-02-09,USD,Conversion,STANDARD,FB: PO# - 26-10837  Created for SO #245114  SO Note: Ethan Clare - 3606844843  PO KPO00029949,100866,GREENHECK FAN CORPORATION (V),1,ITEM,982.65,Dorse_Line_1,1510.1601.100.000.511000.0000.000
95695329,103149,692.39,2026-02-11,USD,Conversion,STANDARD,FB: PO# - 25-16361  Created for SO #239290,100866,GREENHECK FAN CORPORATION (V),1,ITEM,692.39,Dorse_Line_1,1510.1601.100.000.511000.0000.000
95695370,103147,639.92,2026-02-11,USD,Conversion,STANDARD,FB: PO# - 26-10695  Created for SO #244852,100866,GREENHECK FAN CORPORATION (V),1,ITEM,639.92,Dorse_Line_1,1510.1601.100.000.511000.0000.000
95695371,103146,4427.02,2026-02-11,USD,Conversion,STANDARD,FB: PO# - 26-10771  Created for SO #244920,100866,GREENHECK FAN CORPORATION (V),1,ITEM,4427.02,Dorse_Line_1,1510.1601.100.000.511000.0000.000
95695493,103151,137.18,2026-02-11,USD,Conversion,STANDARD,FB: PO# - 26-10650  Created for SO #244783,100866,GREENHECK FAN CORPORATION (V),1,ITEM,137.18,Dorse_Line_1,1510.1601.100.000.511000.0000.000
95695551,103148,130.5,2026-02-11,USD,Conversion,STANDARD,FB: PO# - 26-10787  Created for SO #244983  SO Note: Jesse Cloutier - 206.491.1453  Cameron Poma...,100866,GREENHECK FAN CORPORATION (V),1,ITEM,130.5,Dorse_Line_1,1510.1601.100.000.511000.0000.000
95695575,103150,6788.74,2026-02-11,USD,Conversion,STANDARD,FB: PO# - 26-10611  Created for SO #244678,100866,GREENHECK FAN CORPORATION (V),1,ITEM,6788.74,Dorse_Line_1,1510.1601.100.000.511000.0000.000
95695576,103152,1427.34,2026-02-11,USD,Conversion,STANDARD,FB: PO# - 25-17290  Created for SO #240826,100866,GREENHECK FAN CORPORATION (V),1,ITEM,1427.34,Dorse_Line_1,1510.1601.100.000.511000.0000.000
