Transaction Type,Trx Date,Trx Number/ Cross Ref,Po Number,Customer Name (Only Bill to/ No Ship To),Customer Address,Payment Term,Due Date,Invoice Amount,Salesperson Name,Sales credit percentage
Type,Date,Num,P. O. #,Name,Name Address,Terms,Due Date,Open Balance,,
Invoice,2026-02-19 00:00:00,245080,32461,Bruce Heating & Air Conditioning Inc.:BRU-Holiday Inn Express & Suites - Kenn,"80385 N Hwy 395 Hermiston, OR 97838 USA",Net 30,2026-03-21 00:00:00,12100,,
Invoice,2026-02-20 00:00:00,245788,Travis Brass,Steelhead Mechanical,"PO Box 6245 Spokane, WA 99217 USA",Net 30,2026-03-22 00:00:00,154,House Account,1
Invoice,2026-02-20 00:00:00,245739,LOTG,HVAC 1,"7611 N Market St Spokane, WA 99217 USA",Immediate,2026-02-20 00:00:00,511,House Account,1
Invoice,2026-02-20 00:00:00,244318,JM00578,Legacy Heating and Cooling:Leg-GU Crimont Hall - Restroom Reno,"110 W Lions Way Hayden, ID 83835 USA",Net 30,2026-03-22 00:00:00,2760,House Account,1
Invoice,2026-02-20 00:00:00,245030,23478-213451,Total Energy Management:TOT-D&R Insulation Headquarters - Kenne,"2521 Stevens Drive Richland, WA 99354 USA",Net 30,2026-03-22 00:00:00,527,House Account,1
Invoice,2026-02-20 00:00:00,245282,M3056/W-00007,Apollo Mechanical Contractors:APO-Apollo Tri-Cities Small Projects,"1201 W Columbia Dr Kennewick, WA 99336 USA",Net 30,2026-03-22 00:00:00,2210,House Account,1
Invoice,2026-02-20 00:00:00,245251,9664,Metalcraft Mechanical:Met-CTE Shop Addition for Bonners Ferry,"11547 N Warren St Hayden, ID 83835 USA",Net 30,2026-03-22 00:00:00,288.32,House Account,1
Invoice,2026-02-20 00:00:00,245030-1,23478-213451,Total Energy Management:TOT-D&R Insulation Headquarters - Kenne,"2521 Stevens Drive Richland, WA 99354 USA",Net 30,2026-03-22 00:00:00,473,House Account,1
Invoice,2026-02-20 00:00:00,243376,106747155,Dayco Heating & Air:DAY-Physical Therapy Clinic - Hermiston,"11 N Auburn St Kennewick, WA 99336 USA",Net 30,2026-03-22 00:00:00,2800,House Account,1
Invoice,2026-02-20 00:00:00,245380,SS3231/W-00002,Apollo Mechanical Contractors:APO-Spokane Felts Field Terminal Remodel,"1207 W Columbia Dr Kennewick, WA 99336 USA",Net 30,2026-03-22 00:00:00,1094,House Account,1
Invoice,2026-02-20 00:00:00,244606-1,23474-213549,Total Energy Management:TOT-HMIS - Eastern Plateau Fire Station,"2521 Stevens Drive Richland, WA 99354 USA",Net 30,2026-03-22 00:00:00,4885,House Account,1
Credit Memo,2026-02-20 00:00:00,245809,23492-216762,Total Energy Management:TOT-Benton County Fairground Arena Upgr,"2521 Stevens Drive Richland, WA 99354 USA",Net 30,2026-03-22 00:00:00,-101.01,House Account,1
Invoice,2026-02-23 00:00:00,245626,Konala Gonzaga,Evergreen Heating:EVH-Evergreen Heating Small Projects,"PO Box 2527 Spokane, WA 99220 USA",Net 30,2026-03-25 00:00:00,458.5,House Account,1
Invoice,2026-02-23 00:00:00,245384,1247949,"Campbell & Company, Inc.:Cam-Canyon View Apartments - Kennewick","2828 W Irving St Pasco, WA 99301 USA",Net 30,2026-03-25 00:00:00,783,House Account,1
Invoice,2026-02-23 00:00:00,244683-1,25191CNC,Legacy Heating and Cooling:Leg-413 and 417 Sandpoint Apartments,"110 W Lions Way Hayden, ID 83835 USA",Net 30,2026-03-25 00:00:00,2246.14,House Account,1
Invoice,2026-02-23 00:00:00,244923-1,32484,Bruce Heating & Air Conditioning Inc.:BRU-D9 Contractors Office and Warehouse,"80385 N Hwy 395 Hermiston, OR 97838 USA",Net 30,2026-03-25 00:00:00,3874,House Account,1
Invoice,2026-02-23 00:00:00,245402,26042165,McKinstry Company:MCK-McKinstry Spokane Small Projects,"PO Box 24406 Seattle, WA 98124 USA",Net 30,2026-03-25 00:00:00,2197.27,House Account,1
Invoice,2026-02-23 00:00:00,239377-1,620856-086,Basin Refrigeration & Heating:Bas-Microtel Inn and Suites - Ephrata,"10158 Kinder Moses Lake, WA 98837 USA",Net 30,2026-03-25 00:00:00,2436,House Account,1
Invoice,2026-02-23 00:00:00,244883-1,JM00578,Legacy Heating and Cooling:Leg-GU Crimont Hall - Restroom Reno,"110 W Lions Way Hayden, ID 83835 USA",Net 30,2026-03-25 00:00:00,1925,House Account,1
Invoice,2026-02-24 00:00:00,245916,1250371,"Campbell & Company, Inc.:Cam-Esprit De Corps ""The Wash"" Laundry","2828 W Irving St Pasco, WA 99301 USA",Net 30,2026-03-26 00:00:00,1204,House Account,1
Invoice,2026-02-24 00:00:00,243076-1,"Tulip Buildings - Hauser,","Alpine Summit Heating & Cooling:Ash-Tulip Buildings - Hauser, ID","904 East Teton Road Athol, ID 83801 USA",Immediate,2026-02-24 00:00:00,132.48,House Account,1
Invoice,2026-02-24 00:00:00,243967-2,32115,Bruce Heating & Air Conditioning Inc.:BRU-STCU - Othello,"80385 N Hwy 395 Hermiston, OR 97838 USA",Net 30,2026-03-26 00:00:00,6688,House Account,1
Invoice,2026-02-24 00:00:00,244591,JM00575,Legacy Heating and Cooling:Leg-4th and Pines ESF - Spokane Valley,"110 W Lions Way Hayden, ID 83835 USA",Net 30,2026-03-26 00:00:00,11290,House Account,1
Invoice,2026-02-24 00:00:00,245846,32871,Bruce Heating & Air Conditioning Inc.:BRU-CarMax - Richland Store #6181,"80385 N Hwy 395 Hermiston, OR 97838 USA",Net 30,2026-03-26 00:00:00,220,House Account,1
Invoice,2026-02-24 00:00:00,244973,32379,Bruce Heating & Air Conditioning Inc.:BRU-Yakama Nation Legends Casino Expans,"80385 N Hwy 395 Hermiston, OR 97838 USA",Net 30,2026-03-26 00:00:00,45125,House Account,1
Invoice,2026-02-24 00:00:00,244539,JM00592,Legacy Heating and Cooling:Leg-Inland Imaging Regional Breast Cent,"110 W Lions Way Hayden, ID 83835 USA",Net 30,2026-03-26 00:00:00,32100,House Account,1
Invoice,2026-02-24 00:00:00,245523,M3056/W-00007,Apollo Mechanical Contractors:APO-Apollo Tri-Cities Small Projects,"1201 W Columbia Dr Kennewick, WA 99336 USA",Net 30,2026-03-26 00:00:00,4928,House Account,1
Invoice,2026-02-24 00:00:00,245792,C25-0011-564,Pro Mechanical Services Inc:Pro-Pro Mechanical Small Projects,"PO Box 6526 Spokane, WA 99217 USA",Net 30,2026-03-26 00:00:00,1028,House Account,1
Invoice,2026-02-25 00:00:00,245943,Konala Gonzaga,Evergreen Heating:EVH-Evergreen Heating Small Projects,"PO Box 2527 Spokane, WA 99220 USA",Net 30,2026-03-27 00:00:00,118,House Account,1
Invoice,2026-02-25 00:00:00,243437,5427,McClintock & Turk:McC-SunOpta Omak Interior Reno,"PO Box 3423 Spokane, WA 99220 USA",Net 30,2026-03-27 00:00:00,22360,House Account,1
Invoice,2026-02-26 00:00:00,244617-1,32345,Bruce Heating & Air Conditioning Inc.:BRU-Framatone Warehouse 9,"80385 N Hwy 395 Hermiston, OR 97838 USA",Net 30,2026-03-28 00:00:00,1617,House Account,1
Invoice,2026-02-26 00:00:00,244867,RD0029,Legacy Heating and Cooling:Leg-FMC - Fire Station 2 Remodel,"110 W Lions Way Hayden, ID 83835 USA",Net 30,2026-03-28 00:00:00,1485,House Account,1
Invoice,2026-02-26 00:00:00,245735,26050130,McKinstry Company:MCK-McKinstry Spokane Small Projects,"PO Box 24406 Seattle, WA 98124 USA",Net 30,2026-03-28 00:00:00,2097.6,House Account,1
Invoice,2026-02-26 00:00:00,245524,23123-208654,Total Energy Management:TOT-Century Pipe - Industrial Building,"2521 Stevens Drive Richland, WA 99354 USA",Net 30,2026-03-28 00:00:00,483.08,House Account,1
Invoice,2026-02-26 00:00:00,245284,1662-216561,Total Energy Management:TOT-Total Energy Small Projects - 2017,"2521 Stevens Dr Richland, WA 99354 USA",Net 30,2026-03-28 00:00:00,1648,House Account,1
Invoice,2026-02-26 00:00:00,245286,SS3231/W-00002,Apollo Mechanical Contractors:APO-Spokane Felts Field Terminal Remodel,"1207 W Columbia Dr Kennewick, WA 99336 USA",Net 30,2026-03-28 00:00:00,370,House Account,1
Invoice,2026-02-26 00:00:00,246062,26042165,McKinstry Company:MCK-McKinstry Spokane Small Projects,"PO Box 24406 Seattle, WA 98124 USA",Net 30,2026-03-28 00:00:00,532.51,House Account,1
Invoice,2026-02-26 00:00:00,245670,32816,Bruce Heating & Air Conditioning Inc.:BRU-Simplot Rainier,"80385 N Hwy 395 Hermiston, OR 97838 USA",Net 30,2026-03-28 00:00:00,12295,House Account,1
Invoice,2026-02-26 00:00:00,246013,189626150-001,Sturm Heating & Air Conditioning:STU-Sturm Small Projects,"1112 N Nelson St Spokane, WA 99202 USA",Net 30,2026-03-28 00:00:00,659,House Account,1
Invoice,2026-02-26 00:00:00,245721,32836,Bruce Heating & Air Conditioning Inc.:BRU-Simplot Rainier,"80385 N Hwy 395 Hermiston, OR 97838 USA",Net 30,2026-03-28 00:00:00,970,House Account,1
Invoice,2026-02-26 00:00:00,245477,Kalispell - Fans,Air Design:ADE-Affinity - Kalispell,"1807 E. Francis Spokane, WA 99208 USA",Net 30,2026-03-28 00:00:00,9060,House Account,1
Invoice,2026-02-26 00:00:00,245495,23517-216652,Total Energy Management:TOT-Bridgeport Elementary School Modern,"2521 Stevens Drive Richland, WA 99354 USA",Net 30,2026-03-28 00:00:00,715,House Account,1
Invoice,2026-02-26 00:00:00,243942,Friedrich Wall Sleeve,Air Design:ADE-Clarkston Haven,"1807 E. Francis Spokane, WA 99208 USA",Net 30,2026-03-28 00:00:00,260,House Account,1
Invoice,2026-02-26 00:00:00,243889,Friedrich WHVT14B33A,Air Design:ADE-Clarkston Haven,"1807 E. Francis Spokane, WA 99208 USA",Net 30,2026-03-28 00:00:00,2505,House Account,1
Invoice,2026-02-26 00:00:00,245886,26051135,McKinstry Company:MCK-McKinstry Spokane Small Projects,"PO Box 24406 Seattle, WA 98124 USA",Net 30,2026-03-28 00:00:00,724,House Account,1
Invoice,2026-02-26 00:00:00,245840,Salon,Steelhead Mechanical:STE-Glamour Salon TI - Millworx,"PO Box 6245 Spokane, WA 99217 USA",Net 30,2026-03-28 00:00:00,1720,House Account,1
Invoice,2026-02-27 00:00:00,246017,PO 43093,College Place Heating,"970 NE Rose College Place, WA 99324 USA",Net 30,2026-03-29 00:00:00,548.53,House Account,1
Invoice,2026-02-27 00:00:00,245073,32468,Bruce Heating & Air Conditioning Inc.:BRU-Holiday Inn Express & Suites - Kenn,"80385 N Hwy 395 Hermiston, OR 97838 USA",Net 30,2026-03-29 00:00:00,1500,House Account,1
Invoice,2026-02-27 00:00:00,245518,Furnace FSD,Air Design:ADE-Affinity - Kalispell,"1807 E. Francis Spokane, WA 99208 USA",Net 30,2026-03-29 00:00:00,3300,House Account,1
Invoice,2026-02-27 00:00:00,245796,1250148,"Campbell & Company, Inc.:Cam-Health First Urgent Care - Kennewick","2828 W Irving St Pasco, WA 99301 USA",Net 30,2026-03-29 00:00:00,535,House Account,1
Invoice,2026-02-27 00:00:00,245031-1,260013,Absolute Comfort Technology:AMY-Astria Toppenish Hospital,"106 West Mead Avenue Yakima, WA 98902 USA",Net 30,2026-03-29 00:00:00,5074,House Account,1
Invoice,2026-02-27 00:00:00,245908,JM00604,Legacy Heating and Cooling:Leg-The Flying Pickle Post Falls,"110 W Lions Way Hayden, ID 83835 USA",Net 30,2026-03-29 00:00:00,17155,House Account,1
Invoice,2026-02-27 00:00:00,243076-2,Tulip Buildings - Hauser,"Alpine Summit Heating & Cooling:Ash-Tulip Buildings - Hauser, ID","904 East Teton Road Athol, ID 83801 USA",Immediate,2026-02-27 00:00:00,42.12,House Account,1
Invoice,2026-02-27 00:00:00,245454,32743,Bruce Heating & Air Conditioning Inc.:BRU-Yakama Nation Legends Casino Expans,"80385 N Hwy 395 Hermiston, OR 97838 USA",Net 30,2026-03-29 00:00:00,6685,House Account,1
Credit Memo,2026-02-27 00:00:00,246195,22350--198759,Total Energy Management:TOT-Bridgeport SD - Bridgeport HS Moder,"2521 Stevens Drive Richland, WA 99354 USA",Net 30,2026-03-29 00:00:00,-2070,House Account,1
Invoice,2025-12-30 00:00:00,238855-1,204 Evergreen,Alpina Mechanical LLC:Alp-North Evergreen Detox - Spokane Val,"6848 N Government Way Dalton Gardens, ID 83815 USA",Net 30,2026-01-29 00:00:00,9728,House Account,1
Invoice,2025-12-30 00:00:00,242778,31612,Bruce Heating & Air Conditioning Inc.:BRU-Cargill Friona,"80385 N Hwy 395 Hermiston, OR 97838 USA",Net 30,2026-01-29 00:00:00,2540,House Account,1
Invoice,2025-12-30 00:00:00,243199,214197,MBI Construction Services:MBI-Lower Valley Transfer Station - Kit,"2016 Fruitvale Blvd Yakima, WA 98902-1220 USA",Net 30,2026-01-29 00:00:00,1180,House Account,1
Invoice,2025-12-31 00:00:00,243569,23943-BC,Apollo Mechanical Contractors:APO-Apollo Tri-Cities Small Projects,"1201 W Columbia Dr Kennewick, WA 99336 USA",Net 30,2026-01-30 00:00:00,1536,House Account,1
Invoice,2025-12-31 00:00:00,242119-4,23492-214075,Total Energy Management:TOT-Benton County Fairground Arena Upgr,"2521 Stevens Drive Richland, WA 99354 USA",Net 30,2026-01-30 00:00:00,11093.43,House Account,1
Invoice,2025-12-31 00:00:00,242540,23517-214053,Total Energy Management:TOT-Bridgeport Elementary School Modern,"2521 Stevens Drive Richland, WA 99354 USA",Net 30,2026-01-30 00:00:00,8015,House Account,1
Invoice,2025-12-31 00:00:00,242120,23492-214075,Total Energy Management:TOT-Benton County Fairground Arena Upgr,"2521 Stevens Drive Richland, WA 99354 USA",Net 30,2026-01-30 00:00:00,13740,House Account,1
Invoice,2025-12-31 00:00:00,239760-1,C252304,Bruce Heating & Air Conditioning Inc.:BRU-AC Hotel - Kennewick,"80385 N Hwy 395 Hermiston, OR 97838 USA",Net 30,2026-01-30 00:00:00,5284,House Account,1
Invoice,2026-01-02 00:00:00,241531,9692,Metalcraft Mechanical:Met-Pinecroft F5 TI,"11547 N Warren St Hayden, ID 83835 USA",Net 30,2026-02-01 00:00:00,77595,House Account,1
Invoice,2026-01-05 00:00:00,243630,LM-129- CVSMercer,Cowdrey Mechanical Systems LLC:CMS-CVS Pharmacy,"PO Box 519 Brush Prairie, WA 98606 USA",Net 30,2026-02-04 00:00:00,395,House Account,1
Invoice,2026-01-05 00:00:00,242645,31570,Bruce Heating & Air Conditioning Inc.:BRU-Cargill Friona,"80385 N Hwy 395 Hermiston, OR 97838 USA",Net 30,2026-02-04 00:00:00,1105,House Account,1
Invoice,2026-01-05 00:00:00,243607,31970,Bruce Heating & Air Conditioning Inc.:BRU-D9 Contractors Office and Warehouse,"80385 N Hwy 395 Hermiston, OR 97838 USA",Net 30,2026-02-04 00:00:00,795,House Account,1
Invoice,2026-01-05 00:00:00,240948,23517-214053,Total Energy Management:TOT-Bridgeport Elementary School Modern,"2521 Stevens Drive Richland, WA 99354 USA",Net 30,2026-02-04 00:00:00,77917,House Account,1
Invoice,2026-01-05 00:00:00,242994-1,24-28-B,Mackin & Little:MCL-Wenatchee Valley YMCA,"2627 E. Trent Avenue Spokane, WA 99202 USA",Net 30,2026-02-04 00:00:00,636,House Account,1
Invoice,2026-01-06 00:00:00,243606,31971,Bruce Heating & Air Conditioning Inc.:BRU-D9 Contractors Office and Warehouse,"80385 N Hwy 395 Hermiston, OR 97838 USA",Net 30,2026-02-05 00:00:00,710,House Account,1
Invoice,2026-01-06 00:00:00,243614,31989,Bruce Heating & Air Conditioning Inc.:BRU-Wenatchee Riverfront Multi-Family,"80385 N Hwy 395 Hermiston, OR 97838 USA",Net 30,2026-02-05 00:00:00,600,,
Invoice,2026-01-07 00:00:00,242424,23935/W-00009,Apollo Mechanical Contractors:APO-Gum Street Apartments - Kennewick,"1207 W Columbia Dr Kennewick, WA 99336 USA",Net 30,2026-02-06 00:00:00,323,House Account,1
Invoice,2026-01-07 00:00:00,242422,23935/W-00008,Apollo Mechanical Contractors:APO-Gum Street Apartments - Kennewick,"1207 W Columbia Dr Kennewick, WA 99336 USA",Net 30,2026-02-06 00:00:00,1630,House Account,1
Invoice,2026-01-07 00:00:00,243469,1338F5,Metalcraft Mechanical:Met-Pinecroft F5 TI,"11547 N Warren St Hayden, ID 83835 USA",Net 30,2026-02-06 00:00:00,165,House Account,1
Invoice,2026-01-07 00:00:00,240977,25-179-20072,Air Tech:AIR-Classroom Remodel -Coeur Du Christ,"7820 Franklin Coeur d' Alene, ID 83815 USA",Net 30,2026-02-06 00:00:00,3655,House Account,1
Invoice,2026-01-07 00:00:00,243389,C250194,Bruce Heating & Air Conditioning Inc.:BRU-RWC - Pasco,"80385 N Hwy 395 Hermiston, OR 97838 USA",Net 30,2026-02-06 00:00:00,8260,House Account,1
Invoice,2026-01-08 00:00:00,242639,31612,Bruce Heating & Air Conditioning Inc.:BRU-Cargill Friona,"80385 N Hwy 395 Hermiston, OR 97838 USA",Net 30,2026-02-07 00:00:00,355,House Account,1
Invoice,2026-01-08 00:00:00,242290,23288-214088,Total Energy Management:TOT-Pace High School,"2521 Stevens Drive Richland, WA 99354 USA",Net 30,2026-02-07 00:00:00,5500,House Account,1
Invoice,2026-01-09 00:00:00,243883,23387-212396,Total Energy Management:TOT-YVFWC-Yakima Valley Family Workers,"2521 Stevens Drive Richland, WA 99354 USA",Net 30,2026-02-08 00:00:00,4391,House Account,1
Invoice,2026-01-09 00:00:00,241009-2,30906,Bruce Heating & Air Conditioning Inc.:BRU-EB-1 Baghouse System - Richland,"80385 N Hwy 395 Hermiston, OR 97838 USA",Net 30,2026-02-08 00:00:00,8444,House Account,1
Invoice,2026-01-09 00:00:00,243215,240269,Absolute Comfort Technology:AMY-American Medical Response - Base of,"7 South 5th Ave Yakima, WA 98902 USA",Net 30,2026-02-08 00:00:00,725,House Account,1
Invoice,2026-01-09 00:00:00,243295,M2969 112-2000,Apollo Mechanical Contractors:APO-Apollo Mechanical - Kennewick Small,"1201 W Columbia Dr Kennewick, WA 99336 USA",Net 30,2026-02-08 00:00:00,130,House Account,1
Invoice,2026-01-09 00:00:00,243630-1,LM-129- CVSMercer,Cowdrey Mechanical Systems LLC:CMS-CVS Pharmacy,"PO Box 519 Brush Prairie, WA 98606 USA",Net 30,2026-02-08 00:00:00,280,House Account,1
Invoice,2026-01-09 00:00:00,243585,M2985-W-00006,Apollo Mechanical Contractors:APO-Wenatchee Valley College Center for,"1207 W Columbia Dr Kennewick, WA 99336 USA",Net 30,2026-02-08 00:00:00,2015,House Account,1
Invoice,2026-01-09 00:00:00,241009-1,30906,Bruce Heating & Air Conditioning Inc.:BRU-EB-1 Baghouse System - Richland,"80385 N Hwy 395 Hermiston, OR 97838 USA",Net 30,2026-02-08 00:00:00,859,House Account,1
Invoice,2026-01-09 00:00:00,242253-1,23474-213549,Total Energy Management:TOT-HMIS - Eastern Plateau Fire Station,"2521 Stevens Drive Richland, WA 99354 USA",Net 30,2026-02-08 00:00:00,6297,House Account,1
Invoice,2026-01-09 00:00:00,242424-1,23935/W-00009,Apollo Mechanical Contractors:APO-Gum Street Apartments - Kennewick,"1207 W Columbia Dr Kennewick, WA 99336 USA",Net 30,2026-02-08 00:00:00,490,House Account,1
Invoice,2026-01-12 00:00:00,243395-2,23500-214382,Total Energy Management:TOT-Ellensburg Rodeo Arena Seating,"2521 Stevens Drive Richland, WA 99354 USA",Net 30,2026-02-11 00:00:00,5361,House Account,1
Invoice,2026-01-12 00:00:00,242710,23474-213549,Total Energy Management:TOT-HMIS - Eastern Plateau Fire Station,"2521 Stevens Drive Richland, WA 99354 USA",Net 30,2026-02-11 00:00:00,16670,House Account,1
Invoice,2026-01-13 00:00:00,243216,240269,Absolute Comfort Technology:AMY-American Medical Response - Base of,"7 South 5th Ave Yakima, WA 98902 USA",Net 30,2026-02-12 00:00:00,2812,House Account,1
Invoice,2026-01-13 00:00:00,243275,M2990/W-00016,Apollo Mechanical Contractors:APO-Three Rivers Convention Expansion -,"1207 W Columbia Dr Kennewick, WA 99336 USA",Net 30,2026-02-12 00:00:00,5355,House Account,1
Invoice,2026-01-14 00:00:00,242727,Timberline,Alpina Mechanical LLC:Alp-South Freya Apts - The Timberline,"6848 N Government Way Dalton Gardens, ID 83815 USA",Net 30,2026-02-13 00:00:00,11460,House Account,1
Invoice,2026-01-14 00:00:00,244070,M2990/W-00016,Apollo Mechanical Contractors:APO-Three Rivers Convention Expansion -,"1207 W Columbia Dr Kennewick, WA 99336 USA",Net 30,2026-02-13 00:00:00,243,House Account,1
Invoice,2026-01-14 00:00:00,243275-1,M2990/W-00016,Apollo Mechanical Contractors:APO-Three Rivers Convention Expansion -,"1207 W Columbia Dr Kennewick, WA 99336 USA",Net 30,2026-02-13 00:00:00,243,House Account,1
Invoice,2026-01-14 00:00:00,243382-2,9692,Metalcraft Mechanical:Met-Pinecroft F5 TI,"11547 N Warren St Hayden, ID 83835 USA",Net 30,2026-02-13 00:00:00,353,House Account,1
Invoice,2026-01-14 00:00:00,243034,PO-2570-003,Hurliman Heating:HUR-U of I - Food Research Center TI -,"515 S Dishman Mica Rd Spokane, WA 99206 USA",Net 30,2026-02-13 00:00:00,471,House Account,1
Invoice,2026-01-16 00:00:00,242385,23517-214053,Total Energy Management:TOT-Bridgeport Elementary School Modern,"2521 Stevens Drive Richland, WA 99354 USA",Net 30,2026-02-15 00:00:00,3170,House Account,1
Invoice,2026-01-16 00:00:00,242640,31741,Bruce Heating & Air Conditioning Inc.:BRU-Cargill Friona,"80385 N Hwy 395 Hermiston, OR 97838 USA",Net 30,2026-02-15 00:00:00,1605,House Account,1
Invoice,2026-01-16 00:00:00,243216-1,240269,Absolute Comfort Technology:AMY-American Medical Response - Base of,"7 South 5th Ave Yakima, WA 98902 USA",Net 30,2026-02-15 00:00:00,2218,,
Invoice,2026-01-17 00:00:00,243806,32063,Bruce Heating & Air Conditioning Inc.:BRU-Specialty Retailer (Natural Grocers,"80385 N Hwy 395 Hermiston, OR 97838 USA",Net 30,2026-02-16 00:00:00,5625,House Account,1
Invoice,2026-01-17 00:00:00,242994-2,24-28-B,Mackin & Little:MCL-Wenatchee Valley YMCA,"2627 E. Trent Avenue Spokane, WA 99202 USA",Net 30,2026-02-16 00:00:00,1096,House Account,1
Invoice,2026-01-17 00:00:00,243214,240269,Absolute Comfort Technology:AMY-American Medical Response - Base of,"7 South 5th Ave Yakima, WA 98902 USA",Net 30,2026-02-16 00:00:00,4420,House Account,1
Invoice,2026-01-19 00:00:00,242502-1,23255-210705,Total Energy Management:TOT-Port of Pasco - Tri-Cities Airport,"2521 Stevens Drive Richland, WA 99354 USA",Net 30,2026-02-18 00:00:00,9612,House Account,1
Invoice,2026-01-19 00:00:00,243947,23939/W-00001,Apollo Mechanical Contractors:APO-Hermiston School District - Weber F,"1207 W Columbia Dr Kennewick, WA 99336 USA",Net 30,2026-02-18 00:00:00,612,House Account,1
Invoice,2026-01-20 00:00:00,243950,23939/W-00001,Apollo Mechanical Contractors:APO-Hermiston School District - Weber F,"1207 W Columbia Dr Kennewick, WA 99336 USA",Net 30,2026-02-19 00:00:00,580,House Account,1
