Opco,Bill-to,zip_ora,city_ora,Ship to's,state_ora,row_number,PartyNumber,country_ora,address2_ora,address3_ora,validated_at,zip_original,FaxNumber_ora,city_original,record_status,AddressBill-to,AddressShip-to,state_original,PaymentTerm_ora,entity_name_ora,PhoneNumber1_ora,PhoneNumber2_ora,confidence_level,confidence_score,EmailAddress1_ora,EmailAddress2_ora,TaxIdentifier_ora,address1_original,address2_original,ContactPerson1_ora,ContactPerson2_ora,FaxNumber_original,SITE1_address1_ora,SITE2_address1_ora,entity_name_original,PhoneNumber1_original,PhoneNumber2_original,EmailAddress1_original,EmailAddress2_original,TaxIdentifier_original,ContactPerson1_original,ContactPerson2_original
Airetech,Y,74127,TULSA,Y,OK,1405,2414,US,,,2026-01-09 04:59:37,OK,,,READY,,,"TULSA,",,OSAGE SKIATOOK CASINO,,,HIGH,80,lblevins@aircomfortok.com,,731509406,LBLEVINS@AIRCOMFORTOK.COM,1211 W 36TH ST NORTH,Air Comfort,,,1211 W 36TH ST N,,OSAGE SKIATOOK CASINO,74127,,lblevins@aircomfortok.com,,731509406,C/O AIR COMFORT,
Airetech,Y,73737,FAIRVIEW,N,OK,1406,2416,US,,,2026-01-09 04:59:39,OK,,,READY,,,"FAIRVIEW,",,EWBANK TESTING,+14058268156,,HIGH,80,,,,115 WOODCREEK DRIVE,,Garen Ewbank,,,115 WOODCREEK DR,,EWBANK TESTING,73737,,,,,GAREN EWBANK,
Airetech,Y,74370,WYANDOTTE,N,OK,1407,2417,US,,,NaT,OK,+19185332944,,READY,,,"WYANDOTTE,",,WYANDOTTE NATION,+19186786316,,HIGH,100,,,10071729-06,64700 E HWY 60,,Lisa Ramirez,,9185332944,64700 E HWY 60,,WYANDOTTE NATION,74370,,,,10071729-06,LISA RAMIREZ,
Airetech,Y,74401,MUSKOGEE,N,OK,1408,2418,US,,,NaT,OK,+19186828342,,READY,,,"MUSKOGEE,",,HIX AIR CONDITIONING,+19186828238,,HIGH,100,cindy@hixair.com,,,CINDY@HIXAIR.COM,907 TALLADEGA,Cindy,,9186828342,907 TALLADEGA,,HIX AIR CONDITIONING,74401,,cindy@hixair.com,,,CINDY,
Airetech,Y,74021,COLLINSVILLE,N,OK,1409,2419,US,,,NaT,OK,,,READY,,,"COLLINSVILLE,",,BINDAS MECHANICAL SOLUTIONS,+19187281606,,MEDIUM,70,sherri@bindasmechanical.com,,,SHERRI@BINDASMECHANICAL.COM,PO BOX 577,Sherri Bindas,,,PO BOX 577,,BINDAS MECHANICAL SOLUTIONS,74021,,sherri@bindasmechanical.com,,,SHERRI BINDAS,
Airetech,Y,74745,IDABEL,N,OK,1410,2420,US,,,NaT,OK,,,READY,,,"IDABEL,",,MARSHALL BRACKEN,+19035206600,,HIGH,100,bracken.marshall@gmail.com,,,BRACKEN.MARSHALL@GMAIL.COM,76 WOODLAND LANE,Marshall Bracken,,,76 WOODLAND LN,,MARSHALL BRACKEN,74745,,bracken.marshall@gmail.com,,,MARSHALL BRACKEN,
Airetech,Y,,,N,,1417,2427,US,,,NaT,,,,REVIEW,,,,,DEHUMIDIFIED AIR SOLUTIONS COMMISSI,,,LOW,20,,,1234567890,,,,,,,,DEHUMIDIFIED AIR SOLUTIONS COMMISSI,,,,,1234567890,,
Airetech,Y,72212,LITTLE ROCK,N,AR,1411,2421,US,,,2026-01-09 04:59:46,AR,+15015622308,,READY,,,"LITTLE ROCK,",,SCOTT SERVICE COMPANY,+15019936705,,HIGH,80,,,3229560001,4112 STONEVIEW COURT,,Barbara - Payables,,5015622308,4112 STONEVIEW CT,,SCOTT SERVICE COMPANY,72212,,,,3229560001,BARBARA - PAYABLES,
Airetech,Y,71833,DIERKS,N,AR,1412,2422,US,,,NaT,AR,+18702865601,,READY,,,"DIERKS,",,MAINSTREAM AC,+18708458785,,HIGH,100,,,,1827 HWY 369 N,,John Maines,,8702865601,1827 HWY 369 N,,MAINSTREAM AC,71833,,,,,JOHN MAINES,
Airetech,Y,74003,BARTLESVILLE,N,OK,1413,2423,US,,,2026-01-09 04:59:49,OK,,,READY,,,"BARTLESVILLE,",,C L SUPPLY,+18003336370,,HIGH,80,,,,201 NE DEBELL,,Clay Or Tyler,,,201 NE DEBELL,,C L SUPPLY,74003,,,,,CLAY OR TYLER,
Airetech,Y,72802,RUSSELLVILLE,N,AR,1414,2424,US,,,NaT,AR,,,READY,,,"RUSSELLVILLE,",,ENTERGY OPERATIONS INC,+15018584682,,HIGH,100,accountspayableinvoices@enterg,,,ACCOUNTSPAYABLEINVOICES@ENTERG,1448 SR 333,Lisa,,,1448 SR 333,,ENTERGY OPERATIONS INC,72802,,accountspayableinvoices@enterg,,,LISA,
Airetech,Y,72758,ROGERS,Y,AR,1415,2425,US,,,2026-01-09 04:59:52,AR,+14793383386,,READY,,,"ROGERS,",,MERCY HOSPITAL NW ARKANSAS,+14793382819,,HIGH,80,,,070011-84-001,2710 RIFE MEDICAL LANE,,Accounts Payables,,4793383386,2710 RIFE MEDICAL LN,,MERCY HOSPITAL NW ARKANSAS,72758,,,,070011-84-001,Accounts Payables,
Airetech,Y,,,N,,1416,2426,US,,,NaT,,,,REVIEW,,,,,MESTEK INC COMMISSION ONLY,,,LOW,20,,,1234567890,,,,,,,,MESTEK INC COMMISSION ONLY,,,,,1234567890,,
Airetech,Y,74146,TULSA,N,OK,1418,2428,US,,,2026-01-09 04:59:57,OK,+19185154338,,READY,,,"TULSA,",,EDA FKI ENGINEERS,+19182586890,,HIGH,80,mosborn@eda-fki-engineers.com,,,MOSBORN@EDA-FKI-ENGINEERS.COM,"10810 E 45TH STREET, SUITE 201",Mindi Osborn,,9185154338,10810 E 45TH ST STE 201,,EDA FKI ENGINEERS,74146,,mosborn@eda-fki-engineers.com,,,MINDI OSBORN,
Airetech,Y,74015,CATOOSA,N,OK,1419,2430,US,,,NaT,OK,,,READY,,,"CATOOSA,",,CATOOSA SMALL ANIMAL HOSPITAL,+19182664090,,MEDIUM,70,,,,1901 N HIGHWAY 66,PO BOX 1559,Dr Steve Weir,,,PO BOX 1559,1901 N HWY 66,CATOOSA SMALL ANIMAL HOSPITAL,74015,,,,,DR STEVE WEIR,
Airetech,Y,74019,CLAREMORE,N,OK,1420,2431,US,,,NaT,OK,,,READY,,,"CLAREMORE,",,RESCUE HEAT & AIR,+19189466681,,HIGH,100,,,,22177 SOUTH 4150 ROAD,,,,,22177 S 4150 RD,,RESCUE HEAT AND AIR,74019,,,,,,
Airetech,Y,75150,MESQUITE,N,TX,1421,2432,US,,,2026-01-09 05:00:00,TX,+12142429783,,READY,,,"MESQUITE,",,ACTION RETAIL CONSTRUCTION SERVICES,+12149897841 #227,,HIGH,80,,,,4320 ACTION DRIVE,,Buddy Johnson,,2142429783,4320 ACTION DR,,ACTION RETAIL CONSTRUCTION SERVICES,75150,,,,,BUDDY JOHNSON,
Airetech,Y,,,N,,1422,2433,US,,,NaT,,,,REVIEW,,,,,JASON BARNARD,,,LOW,20,jason.barnard@nwcontrols.com,,,JASON.BARNARD@NWCONTROLS.COM,,,,,,,JASON BARNARD,,,jason.barnard@nwcontrols.com,,,,
Airetech,Y,74116,TULSA,N,OK,1423,2434,US,,,2026-01-09 05:00:03,OK,,,READY,,,"TULSA,",,TEXOMA TRACTOR,+19186880678,,HIGH,80,,,,1555 N 105TH E AVE,,Michael Evans,,,1555 N 105TH E AVE,,TEXOMA TRACTOR,74116,,,,,MICHAEL EVANS,
Airetech,Y,32246-3826,JACKSONVILLE,Y,FL,1424,2435,US,,,2026-01-09 05:00:04,FL,,,READY,,,"JACKSONVILLE,",,APPLIED MECHANICAL EQUIPMENT,+19046428701,,HIGH,80,,,2680119578885,11455 SAINTS ROAD,,Karen Raffaelly,,,11455 SAINTS RD,,APPLIED MECHANICAL EQUIPMENT,32246-3826,,,,2680119578885,KAREN RAFFAELLY,
Airetech,Y,72761,SILOAM SPRINGS,N,AR,1425,2436,US,,,NaT,AR,+14795244242,,READY,,,"SILOAM SPRINGS,",,VAN ASCHE INDUSTRIAL SUPPLY INC,+14795243271,,MEDIUM,70,mlarkin@vanasche.com,,121782-04-001,MLARKIN@VANASCHE.COM,PO BOX 1240,,,4795244242,PO BOX 1240,,VAN ASCHE INDUSTRIAL SUPPLY INC,72761,,mlarkin@vanasche.com,,121782-04-001,,
Airetech,Y,74107,TULSA,N,OK,1426,2437,US,,,2026-01-09 05:00:06,OK,,,READY,,,"TULSA,",,GEM AIR,+19184468359,,HIGH,80,,,,6221 59TH ST W,,Jim Snyder,,,6221 59TH ST W,,GEM AIR,74107,,,,,JIM SNYDER,
Airetech,Y,67226,WICHITA,Y,KS,1427,2438,US,,,2026-01-09 05:00:08,KS,,,READY,,,"WICHITA,",,JORBAN-RISCOE ASSOCIATES INC,+13162022300,,HIGH,80,accountspayable@jorban-riscoe.,,,ACCOUNTSPAYABLE@JORBAN-RISCOE.,COM - 11023 E 28TH STREET,Michele Dincecco,,,11023 E 28TH ST,,JORBAN-RISCOE ASSOCIATES INC,67226,,accountspayable@jorban-riscoe.,,,MICHELE DINCECCO,
Airetech,Y,74010,BRISTOW,N,OK,1428,2440,US,,,NaT,OK,,,READY,,,"BRISTOW,",,PRIME CONSTRUCTION CONTRACTING,+19186379405,,HIGH,100,rknight.pcc@gmail.com,,,RKNIGHT.PCC@GMAIL.COM,32905 W 191ST STREET,Rick Knight,,,32905 W 191ST ST,,PRIME CONSTRUCTION CONTRACTING,74010,,rknight.pcc@gmail.com,,,RICK KNIGHT,
Airetech,Y,73118,OKLAHOMA CITY,N,OK,1429,2441,US,,,2026-01-09 05:00:11,OK,+14058583173,,READY,,,"OKLAHOMA CITY,",,MIDFIRST BANK,+14057677017,,HIGH,80,laura.devarenne-laub@midfirst.,,,LAURA.DEVARENNE-LAUB@MIDFIRST.,625 NW GRAND BOULEVARD,Laura Devarenne-Laub,,4058583173,625 NW GRAND BLVD,,MIDFIRST BANK,73118,,laura.devarenne-laub@midfirst.,,,LAURA DEVARENNE-LAUB,
Airetech,Y,73031,DIBBLE,N,OK,1430,2442,US,,,NaT,OK,,,READY,,,"DIBBLE,",,J2 CONSTRUCTION LLC,+14053120605,,MEDIUM,70,,,,PO BOX 128,,Amyj2C@Gmailcom,,,PO BOX 128,,J2 CONSTRUCTION LLC,73031,,,,,AMYJ2C@GMAIL.COM,
Airetech,Y,72089,BRYANT,N,AR,1431,2443,US,,,NaT,AR,,,READY,,,"BRYANT,",,SUMMIT PROPERTIES,+15015296504,,MEDIUM,70,jeff.summitprops@att.net,,,JEFF.SUMMITPROPS@ATT.NET,PO GOX 891,Jeff Mitchell,,,PO BOX 891,,SUMMIT PROPERTIES,72089,,jeff.summitprops@att.net,,,JEFF MITCHELL,
Airetech,Y,79998-2192,EL PASO,N,TX,1432,2445,US,,,NaT,TX,,,READY,,,"EL PASO,",,CONAGRA,+14022407666,,MEDIUM,70,poinvoice@conagra.com,,DIRECT PAY,POINVOICE@CONAGRA.COM,PO BOX 982192,Ap,,,PO BOX 982192,,CONAGRA,79998-2192,,poinvoice@conagra.com,,DIRECT PAY,AP,
Airetech,Y,07372,NORMAN,N,OK,1433,2446,US,,,2026-01-09 05:00:13,OK,,,READY,,,"NORMAN,",,JET COMMERCIAL,,,HIGH,80,,,,5800 WEST MAIN STREET,,,,,5800 W MAIN ST,,JET COMMERCIAL,7372,,,,,,
Airetech,Y,74012,BROKEN ARROW,N,OK,1434,2447,US,,,2026-01-09 05:00:14,,,,READY,,,,,TRANE SERVICE,,,HIGH,80,,,,2002 WILLOW,"BROKEN ARROW, OK",,,,2002 WILLOW,,TRANE SERVICE,74012,,,,,,
Airetech,Y,72858,POTTSVILLE,N,AR,1436,2449,US,,,2026-01-09 05:00:18,AR,,,READY,,,"POTTSVILLE,",,SMOOTH RUNNIN HEAT & AIR,+14792649380,,HIGH,80,smooth.runnin02@gmail.com,,,SMOOTH.RUNNIN02@GMAIL.COM,68C LANE,,,,68C LN,,SMOOTH RUNNIN HEAT AND AIR,72858,,smooth.runnin02@gmail.com,,,,
Airetech,Y,45401,DAYTON,N,OH,1437,2450,US,,,NaT,OH,,,READY,,,"DAYTON,",,LITTLE ROCK WINNELSON,+18663513493,,MEDIUM,70,,,046045-60-001,PO BOX 1127,,Ap Cust Support,,,PO BOX 1127,,LITTLE ROCK WINNELSON,45401,,,,046045-60-001,AP CUST SUPPORT,
Airetech,Y,74110,TULSA,N,OK,1438,2451,US,,,2026-01-09 05:00:20,OK,,,READY,,,"TULSA,",,OMICRON LAND DEVELOPMENT,+14059487700,,HIGH,80,apinvoices@davenportloftstulsa,,,APINVOICES@DAVENPORTLOFTSTULSA,909 NORTH WHEELING AVE,Brandi,,,909 N WHEELING AVE,,OMICRON LAND DEVELOPMENT,74110,,apinvoices@davenportloftstulsa,,,BRANDI,
Airetech,Y,73018,CHICKASHA,N,OK,1439,2452,US,,,2026-01-09 05:00:21,OK,,,READY,,,"CHICKASHA,",,CMSWILLOWBROOK,+14052241554,,HIGH,80,ap@cmswillowbrook.com,,10064838-03,AP@CMSWILLOWBROOK.COM,3108 S 9TH STREET,Ap,,,3108 S 9TH ST,,CMSWILLOWBROOK,73018,,ap@cmswillowbrook.com,,10064838-03,AP,
Airetech,Y,71901,HOT SPRINGS,N,AR,1440,2453,US,,,2026-01-09 05:00:23,AR,+18887748128,,READY,,,"HOT SPRINGS,",,GARLAND COUNTY SHERIFF'S OFFICE,+15016517810,,HIGH,80,hcrawford@garlandcounty.org,,,HCRAWFORD@GARLANDCOUNTY.ORG,525 OUACHITA AVE,Heather Crawford,,888-774-8128,525 OUACHITA AVE,,GARLAND COUNTY SHERIFF'S OFFICE,71901,,hcrawford@garlandcounty.org,,,HEATHER CRAWFORD,
Airetech,Y,72118,NORTH LITTLE ROCK,N,AR,1441,2454,US,,,2026-01-09 05:00:25,AR,+15017538350,,READY,,,"NORTH LITTLE ROCK,",,WOODBURY-BEACH COMPANY,+15017538323,,HIGH,80,ap@woodburybeach.com,,017227-60-001,AP@WOODBURYBEACH.COM,6329 CRYSTAL HILL ROAD,Glenys Dawkins,,501-753-8350,6329 CRYSTAL HILL RD,,WOODBURY-BEACH COMPANY,72118,,ap@woodburybeach.com,,017227-60-001,GLENYS DAWKINS,
Airetech,Y,73110,MIDWEST CITY,N,OK,1442,2455,US,,,2026-01-09 05:00:27,OK,,,READY,,,"MIDWEST CITY,",,CLIMATE CARE HEAT & AIR,,,HIGH,80,,,,1200 JET DRIVE,,,,,1200 JET DR,,CLIMATE CARE HEAT AND AIR,73110,,,,,,
Airetech,Y,74117,TULSA,N,OK,1443,2456,US,,,2026-01-09 05:00:29,OK,,,READY,,,"TULSA,",,RAMSEY INDUSTRIES,+19184382760,,HIGH,80,,,,4707 N MINGO ROAD,,,,,4707 N MINGO RD,,RAMSEY INDUSTRIES,74117,,,,,,
Airetech,Y,73114,OKLAHOMA CITY,N,OK,1444,2457,US,,,2026-01-09 05:00:31,OK,,,READY,,,"OKLAHOMA CITY,",,SAFETY TECH INC,+14059005708,,HIGH,80,,,,801-B NORTHWEST 122ND ST,,,,,801-B NWEST 122ND ST,,SAFETY TECH INC,73114,,,,,,
Airetech,Y,72732,GARFIELD,Y,AR,1445,2458,US,,,NaT,AR,,,READY,,,"GARFIELD,",,KESTERS HEATING & AIR,+14796332663,,HIGH,100,kevin.kester@yahoo.com,,60060920-002,KEVIN.KESTER@YAHOO.COM,15650 JAMES CT,Kevin Kester,,,15650 JAMES CT,,KESTERS HEATING AND AIR,72732,,kevin.kester@yahoo.com,,60060920-002,KEVIN KESTER,
Airetech,Y,,,N,,1446,2459,US,,,NaT,,,,REVIEW,,,,,COURTNEY MICHAEL,+15016908365,,LOW,20,cmichael@powersar.com,,,CMICHAEL@POWERSAR.COM,,,,,,,COURTNEY MICHAEL,,,cmichael@powersar.com,,,,
Airetech,Y,72730,FARMINGTON,N,AR,1447,2460,US,,,2026-01-09 05:00:37,,,,READY,,,,,JAMES JACOBS,,,HIGH,80,,,,11368 SPRING MOUNTAIN DRIVE,"FARMINGTON, AR",,,,11368 SPRING MOUNTAIN DR,,JAMES JACOBS,72730,,,,,,
Airetech,Y,74055,TULSA,N,OK,1448,2461,US,,,2026-01-09 05:00:38,OK,,,READY,,,"TULSA,",,EASTHAM MECHANICAL INC,+19182722380,,HIGH,80,,,,6020 N 140TH EAST AVENUE,,Dennis Eastham,,,6020 N 140TH E AVE,,EASTHAM MECHANICAL INC,74055,,,,,DENNIS EASTHAM,
Airetech,Y,74465,TAHLEQUAH,Y,OK,1449,2462,US,,,NaT,OK,,,READY,,,"TAHLEQUAH,",,CHEROKEE NATION,+19182074937,,MEDIUM,70,ap@cherokee.org,,NEED CERT,AP@CHEROKEE.ORG,PO BOX 948,,,,PO BOX 948,,CHEROKEE NATION,74465,,ap@cherokee.org,,NEED CERT,,
Airetech,Y,77447,HOCKLEY,Y,TX,1450,2463,US,,,NaT,TX,,,READY,,,"HOCKLEY,",,AMERICAN HVAC INC DBA AMERICAN SERV,+14094438816,,HIGH,100,stephanie.premierdining@gmail.,,20-398558,STEPHANIE.PREMIERDINING@GMAIL.,25654 KIMBRO RD,Stephanie Garcia,,,25654 KIMBRO RD,,AMERICAN HVAC INC DBA AMERICAN SERV,77447,,stephanie.premierdining@gmail.,,20-398558,STEPHANIE GARCIA,
Airetech,Y,72923,BARLING,N,AR,1451,2464,US,,,NaT,,,,READY,,,,,TREMBLE LOCK & DAM,+14799267831,,HIGH,100,,,,2200 LOCK AND DAM ROAD,"BARLING, AR",Keith Lofton,,,2200 LOCK AND DAM RD,,TREMBLE LOCK AND DAM,72923,,,,,KEITH LOFTON,
Airetech,Y,74008,BIXBY,N,OK,1452,2465,US,,,2026-01-09 05:00:44,OK,,,READY,,,"BIXBY,",,SAVILLE ROW LLC,,,HIGH,80,,,,7399 E 124TH ST S,,,,,7399 E 124TH ST S,,SAVILLE ROW LLC,74008,,,,,,
Airetech,Y,71901,HOT SPRINGS,N,AR,1453,2466,US,,,2026-01-09 05:00:46,,,,READY,,,,,AAA HEATING & AIR,+15012629000,,HIGH,80,,,,210 KANSAS ST,"HOT SPRINGS, AR",,,,210 KANSAS ST,,AAA HEATING AND AIR,71901,,,,,,
Airetech,Y,72206,LITTLE ROCK,N,AR,1454,2467,US,,,NaT,AR,+15018975224,,READY,,,"LITTLE ROCK,",,AECC OSWALD GENERATING STATION,+15018975212,,HIGH,100,,,,17400 HWY 365 S,,,,5018975224,17400 HWY 365 S,,AECC OSWALD GENERATING STATION,72206,,,,,,
Airetech,Y,35758,MADISON,N,AL,1455,2468,US,,,NaT,AL,,,READY,,,"MADISON,",,KEYSTONE FOODS,+12569641084,,MEDIUM,70,acctapalb@keystonefoods.com,,,ACCTAPALB@KEYSTONEFOODS.COM,PO BOX 1729,,,,PO BOX 1729,,KEYSTONE FOODS,35758,,acctapalb@keystonefoods.com,,,,
Airetech,Y,72114,NORTH LITTLE ROCK,N,AR,1456,2469,US,,,2026-01-09 05:00:50,AR,+15019451948,,READY,,,"NORTH LITTLE ROCK,",,DANIEL LABEL PRINTING INC,+15019451349,,HIGH,80,sharonk@daniellabel.com,,,SHARONK@DANIELLABEL.COM,3125 EAST WASHINGTON,Sharon Keown,,5019451948,3125 E WASHINGTON,,DANIEL LABEL PRINTING INC,72114,,sharonk@daniellabel.com,,,SHARON KEOWN,
Airetech,Y,67209,WICHITA,N,KS,1457,2470,US,,,2026-01-09 05:00:53,KS,+13162624848,,READY,,,"WICHITA,",,CM3 MECHANICAL CONTRACTOR,+13162621230,,HIGH,80,,,,1831 S ANNA,,Josh Livengood,,3162624848,1831 S ANNA,,CM3 MECHANICAL CONTRACTOR,67209,,,,,JOSH LIVENGOOD,
Airetech,Y,74135,TULSA,N,OK,1464,2478,US,,,2026-01-09 05:01:01,OK,,,READY,,,"TULSA,",,PRECISION ENGINEERING,+19187493000,,HIGH,80,,,,5800 E SKELLY DRIVE #1100,,Jeff Jaafar,,,5800 E SKELLY DR #1100,,PRECISION ENGINEERING,74135,,,,,JEFF JAAFAR,
Airetech,Y,72403,JONESBORO,N,AR,1458,2471,US,,,NaT,AR,+18709720628,,READY,,,"JONESBORO,",,DELTA MEDICAL CANNABIS COMPANY LLC,+18702197252,,MEDIUM,70,bfinley@dmccar.com,,54818340-001,BFINLEY@DMCCAR.COM,PO BOX 1733,Billy Finley,,8709720628,PO BOX 1733,,DELTA MEDICAL CANNABIS COMPANY LLC,72403,,bfinley@dmccar.com,,54818340-001,BILLY FINLEY,
Airetech,Y,73942,GUYMON,N,OK,1459,2472,US,,,NaT,OK,,,READY,,,"GUYMON,",,AIRPRO HEATING & COOLING LLC,+15803384328,,MEDIUM,70,airpro.guymon@gmail.com,,284794880,AIRPRO.GUYMON@GMAIL.COM,PO BOX 815,Soila Medina,,,PO BOX 815,,AIRPRO HEATING AND COOLING LLC,73942,,airpro.guymon@gmail.com,,284794880,SOILA MEDINA,
Airetech,Y,72118,NORTH LITTLE ROCK,N,AR,1460,2473,US,,,NaT,AR,,,READY,,,"NORTH LITTLE ROCK,",,KETCHER & COMPANY,+15013725216,,MEDIUM,70,,,,PO BOX 5271,,,,,PO BOX 5271,,KETCHER AND COMPANY,72118,,,,,,
Airetech,Y,74134,TULSA,N,OK,1461,2474,US,,,2026-01-09 05:00:55,OK,,,READY,,,"TULSA,",,QUIKTRIP,+19186157500,,HIGH,80,sdaccounting@quiktrip.com,,,SDACCOUNTING@QUIKTRIP.COM,4705 S 129TH E AVE,Amy,,,4705 S 129TH E AVE,,QUIKTRIP,74134,,sdaccounting@quiktrip.com,,,AMY,
Airetech,Y,72773,WESLEY,N,AR,1462,2475,US,,,NaT,AR,,,READY,,,"WESLEY,",,JONATHAN COUCH,,,HIGH,100,,,,534 MADDISON 7875,,,,,534 MADDISON 7875,,JONATHAN COUCH,72773,,,,,,
Airetech,Y,72002,ALEXANDER,N,AR,1463,2477,US,,,NaT,AR,,,READY,,,"ALEXANDER,",,JOEY SPORHER,+15013037657,,HIGH,100,,,,2800 AVILLA VINCINTAGE ROAD,,Joey Sporher,,,2800 AVILLA VINCINTAGE RD,,JOEY SPORHER,72002,,,,,JOEY SPORHER,
Airetech,Y,72756,ROGERS,N,AR,1465,2480,US,,,2026-01-09 05:01:04,AR,,,READY,,,"ROGERS,",,MAYER ELECTRIC SUPPLY CO INC,+14799368123,,HIGH,80,,,,1224 W HUDSON ROAD,,,,,1224 W HUDSON RD,,MAYER ELECTRIC SUPPLY CO INC,72756,,,,,,
Airetech,Y,72704,FAYTETTEVILLE,Y,AR,1466,2481,US,,,NaT,AR,,,READY,,,"FAYTETTEVILLE,",,HYDRONIC SYSTEMS SOLUTIONS,+14796441236,,HIGH,100,,,54819143-SLS,3157 W DRAKESTONE ST,,Mitch Gwin,,,3157 W DRAKESTONE ST,,HYDRONIC SYSTEMS SOLUTIONS,72704,,,,54819143-SLS,MITCH GWIN,
Airetech,Y,72064,CLARENDEN,N,AR,1467,2482,US,,,NaT,AR,+18707475555,,READY,,,"CLARENDEN,",,MID DELTA HEALTH SYSTEMS INC,+18707473381,,HIGH,100,,,,245 MADISON ST,,Gail Collins,,8707475555,245 MADISON ST,,MID DELTA HEALTH SYSTEMS INC,72064,,,,,GAIL COLLINS,
Airetech,Y,71603,PINE BLUFF,Y,AR,1468,2483,US,,,NaT,AR,,,READY,,,"PINE BLUFF,",,T & D SERVICES LLC,+18702090658,,HIGH,100,,,54371580-SLS,9220 HENDERSON ROAD,,Debra Burchfield,,,9220 HENDERSON RD,,T AND D SERVICES LLC,71603,,,,54371580-SLS,DEBRA BURCHFIELD,
Airetech,Y,72756,ROGERS,N,AR,1469,2484,US,,,2026-01-09 05:01:12,AR,,,READY,,,"ROGERS,",,BWRPWA,+14796447901,,HIGH,80,steve.davis@bwrpwa.com,,,STEVE.DAVIS@BWRPWA.COM,15531 WOODS LODGE ROAD,Steve Davis,,,15531 WOODS LODGE RD,,BWRPWA,72756,,steve.davis@bwrpwa.com,,,STEVE DAVIS,
Airetech,Y,74037,JENKS,N,OK,1470,2485,US,,,2026-01-09 05:01:14,OK,,,READY,,,"JENKS,",,LOKOL FARMS,+19186944700,,HIGH,80,leelamho@gmail.com,,,LEELAMHO@GMAIL.COM,1407 W 114TH,Lee Lamho,,,1407 W 114TH,,LOKOL FARMS,74037,,leelamho@gmail.com,,,LEE LAMHO,
Airetech,Y,72653,MOUNTAIN HOME,N,AR,1471,2486,US,,,2026-01-09 05:01:15,AR,+18705081657,,READY,,,"MOUNTAIN HOME,",,BAXTER REGIONAL MEDICAL CENTER,+18705081540,,HIGH,80,tracer@baxterregional.org,,070006-84-001,TRACER@BAXTERREGIONAL.ORG,624 HOSPITAL DRIVE,,,8705081657,624 HOSPITAL DR,,BAXTER REGIONAL MEDICAL CENTER,72653,,tracer@baxterregional.org,,070006-84-001,,
Airetech,Y,72089-0293,BRYANT,Y,AR,1472,2487,US,,,NaT,AR,,,READY,,,"BRYANT,",,SHANE SMITH - CC ONLY,+15018373304,,MEDIUM,70,,,,PO BOX 293,,,,,PO BOX 293,,SHANE SMITH - CC ONLY,72089-0293,,,,,,
Airetech,Y,72069,CLARENDEN,N,AR,1473,2488,US,,,NaT,AR,+18707475555,,READY,,,"CLARENDEN,",,MID DELTA HEALTH SYSTEMS INC,+18707473381,,HIGH,100,gcollins@mid-delta.org,,,GCOLLINS@MID-DELTA.ORG,245 MADISON ST,Gail Collins,,8707475555,245 MADISON ST,,MID DELTA HEALTH SYSTEMS INC,72069,,gcollins@mid-delta.org,,,GAIL COLLINS,
Airetech,Y,72119,N LITTLE ROCK,N,AR,1474,2489,US,,,NaT,AR,+15013720949,,READY,,,"N LITTLE ROCK,",,KETCHER & CO INC,+15013725216,,MEDIUM,70,cecelia@ketcherandco.com,,,CECELIA@KETCHERANDCO.COM,PO BOX 5271,Cecelia,,5013720949,PO BOX 5271,,KETCHER AND CO INC,72119,,cecelia@ketcherandco.com,,,CECELIA,
Airetech,Y,,,Y,,1475,2490,US,,,NaT,,,,REVIEW,,,,,JON DAVIS,,,LOW,20,,,,,,,,,,,JON DAVIS,,,,,,,
Airetech,Y,74063,SAND SPRINGS,Y,OK,1476,2491,US,,,2026-01-09 05:01:22,OK,,,READY,,,"SAND SPRINGS,",,TOTAL COMFORT SOLUTIONS LLC,+19186290615,,HIGH,80,,,,3316 BERMUDA DRIVE,,Troy Zickefoose,,,3316 BERMUDA DR,,TOTAL COMFORT SOLUTIONS LLC,74063,,,,,TROY ZICKEFOOSE,
Airetech,Y,20794,JESSUP,N,MD,1477,2492,US,,,2026-01-09 05:01:24,MD,,,READY,,,"JESSUP,",,BAC JESSUP,+14107996442,,HIGH,80,bacap@baltimoreaircoil.com,,NEED CERT,BACAP@BALTIMOREAIRCOIL.COM,7600 DORSEY RUN ROAD,Sarah Smith,,,7600 DORSEY RUN RD,,BAC JESSUP,20794,,bacap@baltimoreaircoil.com,,NEED CERT,SARAH SMITH,
Airetech,Y,72058,GREENBRIER,N,AR,1478,2493,US,,,NaT,AR,,,READY,,,"GREENBRIER,",,WRIGHTSPEC LLC,,,HIGH,100,,,,339 HIGHWAY 25 N,,,,,339 HWY 25 N,,WRIGHTSPEC LLC,72058,,,,,,
Airetech,Y,74014,BROKEN ARROW,N,OK,1479,2494,US,,,NaT,OK,,,READY,,,"BROKEN ARROW,",,BG COMMERCIAL SERVICES,,,HIGH,100,,,,25040 WHIPPERWILL LN,,,,,25040 WHIPPERWILL LN,,BG COMMERCIAL SERVICES,74014,,,,,,
